id,Alcohol,Malic.acid,Ash,Acl,Mg,Phenols,Flavanoids,Nonflavanoid.phenols,Proanth,Color.int,Hue,OD,Proline,targaet
24485,12.84,2.51,2.2,19.5,86,1.39,0.58,0.48,1.55,7.1,0.6,1.78,470,3
24937,13.28,3.98,2.12,15.5,90,2.48,2.43,0.28,1.48,4.38,0.91,3.52,1080,1
52784,11.41,1.51,2.38,20.0,162,1.45,1.25,0.32,1.56,2.8,0.95,2.26,937,2
65927,12.96,3.3,2.3,18.5,98,1.39,0.83,0.6,0.83,5.5,0.77,1.58,520,3
43822,12.08,2.12,2.2,18.0,88,2.6,2.65,0.37,1.35,2.4,0.86,3.38,495,2
57829,13.11,0.9,2.46,18.0,87,2.2,2.21,0.3,1.44,4.8,1.09,3.02,530,2
29158,13.24,1.97,2.4,20.5,101,3.0,3.25,0.2,2.38,7.22,1.01,2.88,1450,1
30380,13.32,3.26,2.38,20.0,92,1.35,0.76,0.4,1.03,10.26,0.58,1.71,550,3
1279,13.63,1.81,2.36,17.2,89,2.65,2.9,0.42,1.62,3.84,0.93,3.38,1060,1
47087,13.5,1.24,2.64,24.0,123,2.2,1.57,0.21,1.11,7.5,0.73,1.29,630,3
51857,12.17,1.61,2.74,26.5,139,2.2,2.53,0.42,1.54,3.0,1.36,3.12,750,2
64803,12.93,1.6,2.52,17.8,95,2.85,3.19,0.26,1.62,7.22,1.23,2.88,1310,1
74998,12.93,5.51,2.54,23.0,86,1.65,0.6,0.61,1.25,8.6,0.7,1.68,620,3
7179,12.87,2.51,2.28,18.5,94,1.68,0.68,0.6,0.94,5.28,0.91,1.58,600,3
71858,13.17,3.37,2.28,21.0,102,1.41,1.22,0.17,0.83,4.1,0.58,1.33,392,3
24756,14.75,1.73,2.17,11.4,97,3.3,3.93,0.26,2.96,6.38,1.2,3.0,1150,1
68133,11.62,2.05,2.2,20.4,98,2.9,2.99,0.17,1.87,6.0,0.93,3.39,510,2
69068,12.29,1.41,1.82,19.5,86,1.98,1.6,0.37,1.35,2.9,0.95,2.26,562,2
58141,13.4,4.61,2.86,25.0,96,2.05,0.52,0.53,0.68,5.88,0.82,2.06,550,3
45968,13.62,3.24,2.62,22.5,107,1.7,0.6,0.27,0.96,5.0,0.58,1.62,600,3
47580,12.79,3.9,2.38,20.0,92,1.48,0.83,0.53,1.04,7.7,0.56,1.6,650,3
71440,13.83,1.89,2.8,17.1,101,3.0,2.79,0.34,1.46,6.3,1.13,2.78,1285,1
58899,13.16,3.91,2.36,22.0,106,1.5,1.2,0.24,1.14,5.4,0.67,1.42,560,3
36829,13.05,1.77,2.1,17.0,107,2.7,3.54,0.32,2.03,6.9,0.95,3.26,1285,1
15598,13.05,5.8,1.71,15.0,86,2.86,3.15,0.26,1.95,6.0,0.91,3.39,530,2
53517,13.84,3.27,2.3,22.0,90,1.93,0.66,0.41,1.24,4.0,0.6,1.71,685,3
10053,12.17,1.61,2.22,20.4,88,1.1,1.25,0.5,1.35,1.95,1.08,2.42,500,2
74850,11.87,0.92,2.5,21.0,88,2.48,2.01,0.34,1.56,3.25,0.79,3.02,434,2
66324,12.22,1.19,2.4,22.5,84,2.56,2.01,0.43,1.56,2.9,1.23,2.96,365,2
72674,12.08,3.43,2.13,21.0,85,1.63,1.59,0.48,1.35,1.74,0.93,3.33,500,2
66460,14.21,2.15,2.61,17.6,121,3.0,2.65,0.34,1.98,5.4,1.13,3.2,1320,1
4936,12.82,2.56,2.7,27.0,96,1.55,0.52,0.63,0.64,4.35,0.75,2.31,725,3
89709,13.4,4.6,2.32,22.0,88,1.28,0.5,0.61,0.8,5.5,0.77,1.82,520,3
77117,12.53,2.59,2.32,19.0,86,2.3,0.92,0.58,0.94,7.1,0.56,1.78,880,3
29173,11.87,1.39,2.2,20.4,87,2.74,3.15,0.21,1.77,3.94,0.95,2.84,345,2
74585,13.05,1.5,2.1,11.2,92,2.72,3.27,0.26,2.91,7.2,1.25,2.83,1150,1
42909,12.7,3.7,2.2,21.0,103,1.39,0.47,0.43,1.15,8.21,0.78,1.56,750,3
7176,12.34,0.99,1.94,18.0,97,1.9,1.84,0.35,1.46,2.9,1.28,2.26,428,2
39246,12.36,1.9,2.2,19.0,96,1.51,0.66,0.53,0.94,5.28,0.66,1.73,515,3
28795,13.52,4.1,2.26,22.5,102,1.8,0.34,0.43,0.8,5.7,0.82,2.05,570,3
24391,13.48,1.8,2.62,20.0,96,2.53,2.69,0.28,1.04,3.52,1.12,4.0,1015,1
69601,12.25,3.03,2.64,25.5,97,1.9,0.58,0.63,1.1,7.5,0.67,1.73,855,3
12950,12.04,1.51,2.53,25.0,86,1.89,1.84,0.42,1.03,2.2,1.36,2.52,434,2
99557,12.37,0.94,2.29,18.0,162,2.53,2.65,0.32,1.04,1.95,1.38,2.96,750,2
74550,13.29,3.98,2.29,17.5,105,2.41,2.41,0.32,1.57,4.36,1.19,3.3,1290,1
28100,14.83,1.73,2.39,14.0,91,2.85,3.06,0.43,2.08,5.1,0.88,3.22,985,1
38182,14.22,1.7,2.43,14.0,106,2.85,2.98,0.32,2.08,5.2,0.92,3.33,1120,1
42858,12.77,0.98,1.7,10.6,100,1.98,1.41,0.14,1.46,3.05,1.05,2.01,714,2
84286,12.79,3.3,2.36,21.5,106,1.39,1.2,0.17,0.83,4.1,0.74,1.42,600,3
53308,13.58,1.66,2.61,22.5,115,2.85,2.78,0.34,1.72,5.24,1.25,2.71,1045,1
40034,13.73,3.17,2.54,20.0,107,1.83,0.6,0.43,0.96,5.88,0.96,2.11,750,3
18569,12.43,1.53,2.3,23.0,88,2.42,2.11,0.43,1.46,1.9,0.89,2.31,450,2
92779,12.25,4.72,2.54,21.0,86,1.54,0.47,0.5,1.15,5.58,0.75,1.56,510,3
27455,13.58,4.61,2.32,20.0,92,2.0,0.8,0.48,1.56,8.66,0.56,1.55,560,3
54131,12.87,2.76,2.48,22.0,98,1.48,1.09,0.52,0.94,7.1,0.56,1.6,660,3
34892,12.81,3.83,2.2,19.5,88,1.48,0.58,0.53,1.55,7.1,0.59,1.58,480,3
53180,14.38,1.87,2.45,16.0,96,2.5,2.52,0.34,2.08,5.25,1.15,2.82,1295,1
69924,13.3,3.98,2.12,18.8,101,2.41,2.41,0.32,1.4,4.28,1.19,3.0,1105,1
85057,12.04,1.13,2.4,23.6,70,2.2,1.58,0.42,1.38,2.9,1.36,2.72,580,2
76976,14.1,2.15,2.3,16.5,103,2.42,2.99,0.21,2.35,5.64,1.04,2.69,780,1
19190,12.47,1.52,2.13,21.0,85,2.5,1.64,0.26,1.56,1.9,0.95,2.77,342,2
72870,13.94,1.76,2.27,15.2,108,2.88,3.06,0.24,1.85,5.2,1.04,3.44,1035,1
33239,13.5,1.81,2.31,17.5,89,2.48,2.68,0.27,1.98,3.84,1.16,2.77,1035,1
20570,13.05,1.73,2.1,11.2,97,2.4,2.41,0.26,1.28,3.58,1.05,2.48,1020,1
33693,12.88,3.57,2.35,22.0,120,1.39,1.25,0.34,0.83,4.9,0.72,1.42,985,3
71478,13.05,1.77,2.04,17.0,98,2.4,2.19,0.32,1.4,4.25,1.02,2.77,1290,1
23588,12.96,4.95,2.48,21.5,86,1.7,0.61,0.53,1.55,7.9,0.57,1.58,620,3
93077,11.81,1.39,2.39,18.0,99,2.74,2.92,0.17,1.77,2.85,0.96,3.26,345,2
99440,14.2,1.76,2.45,18.0,91,2.5,2.52,0.29,1.97,5.0,1.1,2.85,1095,1
35952,13.74,1.67,2.36,16.4,127,2.6,2.76,0.5,2.29,5.6,0.92,3.28,1120,1
14962,11.62,1.67,1.98,20.8,86,1.61,0.99,0.3,1.48,1.95,0.94,2.26,625,2
36913,12.96,2.76,2.48,22.0,98,1.3,1.09,0.52,0.83,5.5,0.75,1.58,660,3
37964,11.41,3.74,2.17,21.0,85,2.86,3.15,0.17,1.83,3.94,0.75,3.39,380,2
26741,13.71,3.91,2.6,23.0,107,1.7,0.6,0.5,0.81,4.6,0.82,2.11,570,3
58503,13.76,1.53,2.62,19.5,110,2.95,3.0,0.34,1.86,5.04,1.04,2.65,1065,1
24609,12.04,3.43,2.28,16.0,97,1.63,1.59,0.61,1.05,2.15,1.15,2.12,680,2
99418,13.64,1.81,2.36,17.2,104,2.42,2.69,0.42,1.97,3.84,1.23,3.12,1020,1
14950,13.45,1.68,2.64,24.0,111,1.48,0.92,0.29,1.11,5.0,0.88,1.69,630,3
42686,12.22,1.73,2.28,22.0,90,1.38,1.02,0.5,1.63,3.21,1.05,1.82,870,2
2747,13.32,2.67,2.38,21.5,112,1.5,0.92,0.43,1.46,10.68,0.6,1.56,750,3
38594,14.16,5.51,2.23,20.0,91,2.0,0.47,0.48,0.88,5.7,0.96,1.27,550,3
27228,12.85,1.77,2.1,17.0,107,2.65,2.63,0.32,1.98,3.93,1.05,2.85,1020,1
18742,11.96,1.33,2.3,23.6,70,2.0,1.58,0.4,1.38,1.95,1.33,2.72,580,2
5453,14.37,1.95,2.5,16.8,121,2.8,2.65,0.34,1.92,4.32,1.0,3.1,1295,1
59584,12.08,4.3,2.78,26.5,119,3.18,2.89,0.42,2.81,2.08,0.75,3.69,520,2
51555,13.67,1.66,2.42,23.0,87,1.95,1.84,0.45,1.44,4.8,1.02,2.77,590,2
39747,13.58,1.66,2.61,19.5,110,2.85,3.19,0.34,1.95,6.9,1.25,2.88,1515,1
45369,11.62,1.35,2.31,18.0,99,2.56,2.65,0.37,1.04,2.95,1.17,3.13,450,2
57044,13.86,1.66,2.0,14.8,78,1.65,1.84,0.32,0.83,3.8,1.05,2.78,372,2
38692,12.37,1.21,2.02,14.8,100,1.85,1.85,0.35,0.73,1.95,1.06,2.23,438,2
63424,14.38,1.87,2.45,14.6,102,2.5,2.99,0.34,2.08,5.25,1.02,3.26,1045,1
35880,13.5,4.36,2.26,22.5,88,1.28,0.34,0.61,1.15,4.4,0.81,1.56,520,3
7716,12.37,1.63,2.29,16.0,110,2.2,1.09,0.55,0.95,2.6,1.25,2.52,870,2
55731,14.75,1.73,2.17,11.4,100,3.3,3.93,0.26,2.96,6.13,1.12,3.4,1150,1
94929,14.37,1.87,2.38,14.6,96,2.85,3.06,0.32,1.85,5.1,1.04,3.58,1065,1
22687,13.58,1.81,2.36,17.2,89,2.6,2.88,0.27,1.69,3.84,1.12,3.92,1035,1
90192,12.58,1.29,2.32,17.5,85,2.0,0.8,0.63,0.84,7.65,0.61,1.78,880,3
31014,14.34,2.76,2.48,20.0,80,1.62,0.7,0.45,1.25,10.8,0.62,1.56,502,3
6922,14.2,1.68,2.48,16.5,117,3.0,3.0,0.32,1.85,5.04,0.88,3.38,1195,1
55631,12.37,1.63,2.7,30.0,139,3.3,2.89,0.4,1.35,2.08,1.31,3.5,937,2
594,13.11,3.45,2.28,18.5,98,1.65,1.09,0.6,0.84,7.65,0.54,1.62,660,3
23765,13.82,1.65,2.6,17.2,93,2.45,2.99,0.22,2.29,5.64,1.24,3.08,1235,1
41560,12.72,3.87,2.3,22.5,84,2.1,1.59,0.34,1.56,3.9,0.73,2.77,830,2
47909,12.51,1.73,2.29,22.5,85,1.78,1.32,0.43,1.44,2.62,0.93,2.77,450,2
28613,12.6,3.59,2.36,21.5,88,1.62,0.63,0.58,1.55,7.9,0.59,1.64,640,3
75958,12.6,1.34,2.74,28.5,88,2.2,2.13,0.4,1.46,2.62,1.31,2.51,520,2
1743,13.05,3.86,2.22,24.0,88,2.1,1.64,0.21,1.34,2.0,0.73,3.21,480,2
72230,12.29,2.83,2.1,18.5,80,2.85,2.99,0.37,2.91,2.8,0.7,3.39,672,2
12426,13.05,3.8,2.12,17.0,101,2.41,2.64,0.32,1.35,4.25,0.82,3.0,1035,1
90886,12.25,3.03,2.32,18.5,112,1.25,0.78,0.29,0.83,5.5,0.66,1.75,515,3
30382,13.05,1.5,2.1,17.0,98,2.4,2.19,0.32,1.4,3.58,1.28,2.77,990,1
49514,12.43,1.52,1.99,14.8,88,2.55,2.27,0.3,1.66,2.06,1.18,2.9,342,2
79012,12.69,0.98,2.46,18.0,99,1.9,1.84,0.43,0.73,3.74,1.23,2.23,315,2
18663,13.48,3.57,2.62,22.5,89,1.7,0.47,0.61,0.68,4.6,0.82,1.82,550,3
48304,13.2,1.64,2.52,17.8,98,2.45,2.37,0.26,1.44,3.52,1.1,2.77,845,1
84933,12.33,0.99,2.28,22.0,84,2.53,2.29,0.34,1.77,1.9,1.12,3.1,312,2
27955,12.82,3.45,2.3,19.5,88,1.48,0.51,0.4,0.8,5.7,0.68,1.75,750,3
74352,12.51,2.96,2.64,27.0,88,1.79,0.6,0.52,1.55,7.1,0.61,1.58,695,3
19582,13.71,3.26,2.69,24.5,107,1.55,0.6,0.29,0.96,5.0,0.67,1.83,600,3
27811,13.11,0.9,2.73,17.0,110,2.2,1.41,0.55,0.42,5.75,1.25,1.93,750,2
95475,14.2,4.04,2.44,18.9,111,2.85,3.32,0.3,1.72,5.65,0.82,3.03,680,1
41026,13.94,1.73,2.32,16.0,104,2.42,2.52,0.21,2.29,5.64,0.92,2.69,1120,1
21087,12.86,2.56,2.48,21.5,112,1.3,1.36,0.24,1.26,10.8,0.59,1.47,480,3
56,13.48,3.55,2.54,22.0,111,1.7,0.96,0.43,1.54,9.01,0.74,1.75,750,3
31765,13.62,3.12,2.72,24.5,107,1.55,0.52,0.53,0.8,4.6,0.81,2.06,695,3
2938,12.64,1.36,1.98,16.0,85,2.02,2.03,0.3,0.42,5.75,0.93,3.63,510,2
82798,13.11,3.83,2.36,22.0,113,1.8,0.69,0.43,0.97,8.21,0.64,2.0,750,3
64701,13.94,1.59,2.12,16.0,90,2.45,2.52,0.29,1.77,4.7,1.02,2.48,1290,1
26722,12.47,1.52,1.92,19.6,78,2.11,2.0,0.39,1.64,3.4,0.86,3.12,580,2
30350,13.32,3.37,2.38,21.5,104,1.8,1.22,0.17,1.11,4.1,0.57,1.29,425,3
88470,14.2,1.73,2.48,16.8,91,3.85,3.74,0.24,1.86,7.05,0.86,2.87,1680,1
69821,12.07,1.83,2.51,21.6,104,1.95,1.84,0.45,1.46,3.6,1.25,2.65,680,2
31833,12.25,1.73,1.98,20.5,78,2.2,2.0,0.32,1.35,1.74,1.0,3.17,625,2
35908,12.22,1.19,2.19,21.0,88,2.56,2.01,0.34,1.44,2.76,0.95,3.19,495,2
85416,13.24,1.72,2.14,17.0,96,2.48,2.43,0.27,1.4,3.95,1.04,2.77,1295,1
75115,14.22,3.99,2.44,16.0,116,2.8,2.98,0.2,1.85,5.1,0.89,3.36,680,1
65564,13.23,3.3,2.38,20.0,104,1.59,1.22,0.24,1.11,5.0,0.58,1.29,392,3
53288,13.05,1.73,2.04,11.2,100,2.7,3.03,0.17,2.08,5.1,1.04,2.91,770,1
4186,12.34,2.45,2.32,23.0,101,1.78,1.32,0.6,1.62,2.6,0.97,2.26,495,2
97439,13.83,1.75,2.6,20.0,96,2.6,2.51,0.17,1.36,3.52,1.11,3.59,1015,1
34364,13.4,1.68,2.64,21.0,111,1.48,0.92,0.43,1.87,13.0,0.57,1.62,750,3
8666,13.49,5.04,2.86,25.0,96,2.05,0.52,0.53,0.8,4.92,0.89,2.06,580,3
38679,11.81,1.33,2.53,20.0,98,2.74,2.79,0.32,1.77,3.25,0.96,2.84,680,2
47454,12.51,2.96,2.32,19.0,86,2.3,0.92,0.45,0.94,7.1,0.54,1.68,695,3
37531,14.22,1.7,2.3,14.0,126,3.2,3.0,0.26,2.19,6.38,1.09,2.88,780,1
16303,12.52,1.73,2.39,24.5,101,1.95,1.75,0.4,1.03,3.74,1.36,2.52,450,2
46229,11.03,3.74,2.67,21.0,94,2.62,2.65,0.32,1.83,2.5,0.75,3.0,680,2
46485,14.75,1.64,2.39,14.0,117,2.8,2.98,0.3,1.85,5.2,1.04,3.58,1045,1
54774,13.3,1.72,2.14,12.4,100,2.7,3.27,0.26,2.91,6.1,1.12,2.91,1510,1
86879,13.07,1.73,2.04,11.2,92,2.48,2.43,0.26,2.91,6.25,1.2,2.48,780,1
15585,14.12,2.16,2.61,17.6,113,3.0,3.24,0.34,1.66,5.65,1.07,3.2,1270,1
41839,12.25,4.72,2.48,18.5,120,1.25,1.57,0.26,1.26,8.6,0.59,1.47,695,3
808,12.25,1.19,2.21,20.4,162,2.56,2.01,0.14,2.76,2.06,0.95,3.2,937,2
81351,13.83,1.57,2.62,20.0,96,2.45,2.99,0.29,1.98,4.2,1.1,2.51,1065,1
54357,13.56,1.73,2.65,20.0,115,2.35,2.43,0.29,3.28,6.2,1.25,2.3,1235,1
17386,13.72,1.83,2.41,16.4,104,2.42,2.68,0.27,1.98,3.8,1.1,2.69,990,1
52995,12.33,1.1,2.3,24.5,101,3.38,2.89,0.4,1.95,2.7,0.89,2.87,886,2
8523,14.06,1.59,2.27,17.4,108,2.88,3.54,0.32,1.85,8.9,1.12,2.75,1680,1
80517,13.88,4.61,2.23,22.5,98,1.41,0.47,0.52,0.88,5.7,0.81,1.58,520,3
70632,13.17,1.9,2.75,25.5,116,1.48,1.28,0.24,1.56,7.9,0.73,1.96,472,3
87840,12.86,5.65,2.48,22.0,86,1.74,0.7,0.52,0.97,7.7,0.64,1.73,470,3
14967,12.72,1.53,2.53,25.0,88,2.74,2.79,0.21,2.49,3.38,1.36,3.4,380,2
35871,12.0,3.43,2.02,20.8,88,1.63,1.59,0.37,1.53,1.95,1.42,3.05,312,2
86042,13.05,1.77,2.1,17.0,107,3.0,3.0,0.22,2.03,5.04,0.88,3.33,985,1
93464,13.88,3.37,2.72,25.0,96,1.55,0.76,0.53,1.03,5.58,0.81,1.8,520,3
89832,11.46,1.51,2.16,21.0,85,1.45,1.02,0.37,1.46,1.74,1.05,2.27,870,2
93302,13.45,3.7,2.6,24.5,89,1.7,0.47,0.52,0.88,4.35,0.87,1.75,550,3
17851,13.49,1.67,2.7,25.0,97,2.6,1.31,0.56,2.29,13.0,0.57,1.33,650,3
55486,14.34,1.9,2.7,25.0,96,2.6,1.31,0.53,2.7,10.52,0.57,1.96,560,3
98141,13.75,1.73,2.25,16.4,98,2.98,3.15,0.24,1.81,5.75,1.09,3.71,1045,1
53580,14.16,2.39,2.74,23.5,98,1.98,0.5,0.52,0.64,5.88,0.66,1.74,725,3
30969,13.32,5.51,2.32,18.5,120,1.65,0.68,0.53,1.46,10.68,0.57,1.62,835,3
86089,12.52,2.43,1.98,16.0,85,2.55,1.64,0.29,0.42,5.75,0.98,1.93,352,2
39514,13.41,1.77,2.41,20.5,116,3.15,2.69,0.19,1.97,6.8,0.94,3.33,985,1
57664,13.17,4.6,2.35,21.5,93,1.48,0.63,0.5,1.55,7.1,0.59,1.62,725,3
41812,13.17,4.36,2.26,20.0,92,1.48,0.34,0.53,0.68,4.9,0.75,2.05,725,3
5763,14.1,1.68,2.27,16.3,118,2.6,2.33,0.21,1.25,5.25,0.92,2.78,1060,1
46753,13.48,1.24,2.64,24.0,111,1.48,0.96,0.43,1.46,9.3,0.73,1.69,685,3
46272,13.05,1.73,2.1,15.5,98,2.45,2.43,0.34,1.35,3.7,1.02,2.48,990,1
72209,11.56,2.05,2.4,20.0,98,1.61,0.99,0.5,1.03,2.8,1.13,2.12,870,2
82740,13.71,1.83,2.25,17.5,118,2.6,2.9,0.32,1.69,3.95,1.23,2.96,1045,1
57193,12.37,1.21,2.32,24.5,101,1.38,1.02,0.4,1.4,2.2,0.906,2.06,870,2
39915,14.83,1.64,2.39,14.0,106,2.5,2.99,0.3,1.54,5.0,1.09,3.58,1065,1
77133,14.06,1.63,2.21,16.0,94,2.2,2.53,0.26,1.37,5.05,1.04,2.69,1280,1
60133,11.76,2.12,2.56,21.6,98,1.92,1.61,0.6,1.62,3.8,1.27,2.65,465,2
39381,12.22,1.29,2.21,19.0,162,2.74,2.99,0.45,1.95,6.0,0.93,3.69,495,2
28632,13.5,1.81,2.65,20.0,101,2.8,3.19,0.3,2.38,6.0,1.25,3.0,1235,1
32599,13.49,1.66,3.23,20.0,134,1.6,5.08,0.14,2.35,5.3,1.19,3.08,630,2
19258,12.79,1.35,2.1,19.5,86,1.51,0.48,0.48,1.4,7.3,0.58,1.63,480,3
53291,13.4,2.31,2.35,20.0,102,1.59,1.22,0.17,1.11,5.0,0.88,1.29,530,3
93638,13.05,5.8,1.99,16.0,78,2.86,3.15,0.43,2.01,3.94,0.7,3.64,415,2
37793,13.88,1.75,2.12,15.2,101,2.98,3.39,0.21,2.03,6.1,0.89,3.35,795,1
12624,13.82,1.75,2.42,17.4,104,2.42,2.52,0.32,1.97,3.84,1.12,2.77,1035,1
96608,13.88,1.35,2.27,17.4,98,3.1,3.4,0.22,2.34,5.75,1.09,3.44,1510,1
46482,13.73,5.65,2.45,20.5,89,1.8,0.61,0.48,1.55,8.66,0.55,1.64,620,3
1070,12.37,1.63,2.32,24.5,101,2.22,2.17,0.43,1.46,2.08,0.89,2.31,315,2
80107,13.24,1.64,2.1,12.4,97,2.45,2.43,0.17,2.91,6.25,1.2,2.48,1045,1
99316,13.3,1.72,2.14,12.4,97,2.4,2.19,0.17,2.08,4.38,1.02,2.48,1035,1
43360,11.46,3.74,2.0,19.0,107,2.83,3.15,0.21,1.83,6.0,0.75,3.64,380,2
26809,13.56,1.73,2.61,16.1,94,2.48,2.69,0.29,2.08,5.6,1.19,2.87,1285,1
53682,13.3,1.78,2.14,12.4,100,2.7,3.27,0.26,2.08,7.2,1.25,2.82,1150,1
6660,11.84,2.08,2.23,18.0,96,2.23,2.45,0.26,1.37,2.4,1.27,3.14,428,2
45158,13.74,1.53,2.7,22.5,96,2.2,2.53,0.28,1.97,4.2,1.09,3.37,915,1
15939,14.34,3.37,2.48,20.0,91,1.93,0.61,0.58,1.25,8.42,0.56,1.58,620,3
54734,13.16,1.64,2.1,17.0,107,2.65,2.76,0.32,2.03,3.95,1.02,3.1,1045,1
1274,12.29,3.17,1.92,16.0,85,2.55,1.64,0.37,0.42,1.28,0.93,1.59,564,2
36620,13.88,2.58,2.72,25.0,98,1.55,0.76,0.53,1.03,5.0,0.81,1.8,590,3
73313,12.87,4.28,2.38,20.0,92,1.48,0.76,0.53,0.97,7.7,0.54,1.55,650,3
98106,13.87,1.35,2.32,16.0,108,2.88,2.94,0.21,2.08,7.3,1.01,2.88,780,1
46668,14.3,1.92,2.5,16.8,121,3.85,3.74,0.32,2.04,7.8,0.86,3.69,1680,1
11527,14.37,1.87,2.38,12.0,96,3.1,3.69,0.32,2.81,5.4,1.2,2.73,1547,1
94287,13.11,1.67,2.22,24.0,88,1.88,1.84,0.27,1.03,3.74,0.98,2.46,425,2
809,13.5,4.28,2.26,20.0,92,1.8,0.34,0.47,0.68,7.65,0.56,1.56,725,3
88779,14.21,1.59,2.45,16.0,95,2.85,2.98,0.29,2.08,5.1,0.88,3.33,970,1
26473,12.37,1.17,2.28,16.0,110,2.95,3.15,0.39,1.95,6.0,0.93,3.69,625,2
39194,13.83,1.35,2.5,16.8,93,2.45,2.52,0.34,2.08,3.52,1.1,2.82,1020,1
49182,13.84,2.51,2.54,20.0,105,1.83,0.56,0.39,0.64,4.92,0.7,1.68,750,3
84679,12.96,4.36,2.2,20.0,92,1.7,0.47,0.5,0.68,7.65,0.56,1.6,740,3
58853,12.21,1.19,2.13,22.5,90,2.56,2.01,0.42,1.46,2.06,0.93,3.38,378,2
66472,13.76,1.9,2.68,17.1,115,2.95,2.79,0.39,1.45,7.3,1.28,3.0,1310,1
3971,13.67,1.51,2.6,19.0,104,2.95,1.3,0.26,1.15,2.0,1.25,2.78,392,2
25525,12.7,1.53,2.17,21.5,86,2.5,1.64,0.34,1.56,2.57,1.16,2.01,590,2
27705,12.0,1.83,2.0,20.8,88,1.1,1.02,0.32,1.53,1.74,1.05,2.06,870,2
89139,13.05,3.8,2.65,18.6,102,2.41,2.41,0.25,1.57,4.25,0.92,3.0,1035,1
15610,12.29,1.61,2.74,21.5,103,1.75,1.69,0.45,1.46,2.9,1.25,2.44,315,2
17374,13.08,3.45,2.38,21.5,92,1.74,0.83,0.58,0.94,5.28,0.89,1.58,580,3
12804,11.41,3.74,2.16,22.5,70,1.65,1.25,0.37,1.38,1.74,0.7,2.26,564,2
12695,13.05,1.6,2.55,18.0,95,2.72,3.54,0.17,1.95,7.22,1.28,2.71,1285,1
37050,12.08,1.72,2.28,21.5,86,2.0,1.79,0.26,1.44,1.95,0.94,3.05,312,2
50276,13.51,1.81,2.62,20.0,101,3.0,3.0,0.4,1.86,5.1,1.04,2.57,1065,1
25671,13.36,3.9,2.19,21.0,102,1.41,0.58,0.43,0.81,4.9,0.77,1.58,680,3
35249,12.42,2.55,2.36,24.5,88,1.92,1.84,0.43,1.03,2.2,1.42,2.23,450,2
9663,12.96,2.99,2.61,22.0,101,2.32,0.6,0.53,0.81,4.92,0.89,2.11,580,3
57749,12.51,2.31,2.28,18.5,122,1.25,1.39,0.21,1.56,7.9,0.73,1.47,695,3
34396,13.48,1.8,2.62,17.2,93,2.85,3.19,0.4,1.66,5.7,1.25,2.88,1265,1
30627,12.34,0.99,1.36,15.0,100,1.98,0.57,0.28,1.46,2.9,1.18,2.27,520,2
42020,13.67,0.94,2.4,17.0,110,1.9,2.03,0.43,0.42,5.75,1.04,2.87,750,2
4373,14.12,2.16,2.3,18.8,120,2.6,2.51,0.32,1.25,5.0,1.06,3.58,1095,1
48011,12.85,2.46,2.28,20.0,102,1.15,0.75,0.39,0.97,8.21,0.73,1.58,780,3
91968,13.23,2.96,2.15,21.0,103,1.8,0.48,0.6,1.4,7.6,0.57,1.62,740,3
2976,12.37,1.07,2.5,24.0,88,3.38,2.58,0.43,1.95,2.08,1.36,3.13,365,2
74566,12.6,1.36,1.7,15.0,136,2.02,1.41,0.14,1.56,2.94,1.18,2.77,562,2
83111,14.16,1.24,2.7,23.5,96,2.6,1.1,0.5,2.29,11.75,0.57,1.62,650,3
60623,12.25,4.72,2.54,18.5,92,1.54,0.6,0.63,1.55,7.1,0.6,1.48,640,3
79702,14.39,1.87,2.45,14.6,102,2.85,2.94,0.43,1.85,4.8,1.23,2.9,1045,1
89804,13.07,1.6,2.1,17.0,107,2.7,3.19,0.32,2.03,8.9,1.01,2.75,1045,1
88439,13.29,1.72,2.14,18.8,94,2.53,2.37,0.27,1.66,3.84,1.04,3.4,1035,1
37100,13.5,1.81,2.62,16.1,108,3.0,3.56,0.4,1.66,8.9,1.28,3.0,1285,1
35815,12.17,1.45,2.2,19.0,162,1.45,1.02,0.32,1.56,2.7,0.95,3.07,870,2
64549,14.37,1.87,2.45,16.0,102,2.5,2.99,0.32,1.97,5.0,1.09,2.85,1045,1
91201,13.05,0.9,2.0,19.0,85,2.53,2.26,0.29,1.66,2.6,1.23,2.96,714,2
18790,12.82,3.59,2.35,21.5,113,1.39,1.25,0.34,0.83,5.7,0.72,1.42,780,3
12777,13.62,3.37,2.3,22.0,90,1.93,0.51,0.52,0.8,5.7,0.87,1.82,550,3
42890,11.61,1.99,1.95,20.8,97,3.02,2.14,0.17,1.35,2.06,1.0,3.18,345,2
37007,14.21,2.02,2.68,16.8,102,3.0,3.14,0.33,1.66,5.7,1.07,2.93,1270,1
28641,12.29,1.41,2.3,22.5,90,2.46,2.29,0.43,1.9,2.7,0.93,2.87,495,2
44186,13.08,3.27,2.15,20.0,103,1.59,0.48,0.6,1.3,4.0,0.59,1.62,740,3
88984,12.08,1.09,2.31,22.0,80,3.38,2.58,0.24,1.95,3.25,1.22,3.13,660,2
28479,12.93,2.51,2.2,18.5,122,1.48,1.39,0.22,1.56,7.9,0.59,1.3,985,3
78437,13.17,5.19,2.86,25.0,96,2.05,0.52,0.56,0.68,4.92,0.87,2.31,550,3
14632,12.86,4.1,2.38,20.0,92,1.7,0.83,0.47,1.04,7.65,0.56,1.68,650,3
