Wine,Alcohol,Malic.acid,Ash,Acl,Mg,Phenols,Flavanoids,Nonflavanoid.phenols,Proanth,Color.int,Hue,OD,Proline
3,13.48,4.95,2.35,21.5,93,2.0,0.92,0.48,1.02,4.4,0.89,2.05,550
2,11.87,1.83,2.24,19.0,98,2.2,2.13,0.3,1.35,3.25,1.23,3.17,450
3,13.48,2.59,2.69,23.5,111,1.55,0.96,0.29,1.11,5.58,0.7,1.68,630
3,12.84,4.95,2.54,22.0,89,1.65,0.47,0.52,0.8,4.35,0.82,1.27,580
3,12.53,5.04,2.64,25.0,112,1.9,0.78,0.5,1.14,7.5,0.67,1.73,855
1,14.3,1.71,2.43,12.0,117,3.1,3.39,0.34,2.96,5.65,1.12,3.26,1320
3,12.2,3.88,2.2,21.0,103,1.25,0.47,0.43,0.8,5.7,0.75,1.58,515
1,13.24,2.36,2.67,18.6,107,2.8,3.24,0.31,2.38,6.9,0.88,3.35,680
2,12.52,1.73,2.0,20.5,78,1.1,1.76,0.3,1.35,2.45,0.96,1.82,510
1,13.3,1.72,2.14,12.4,92,2.4,2.64,0.17,2.91,6.2,1.2,2.69,780
1,13.64,3.1,2.67,17.6,115,2.7,3.24,0.28,1.66,6.6,1.23,2.88,1130
2,12.29,2.83,2.42,22.5,84,1.92,1.75,0.43,1.46,3.6,0.96,2.31,450
3,12.93,3.9,2.2,21.0,102,1.39,0.47,0.4,1.15,8.21,0.72,1.75,675
3,12.45,1.29,2.1,17.5,94,1.51,0.48,0.61,1.3,4.0,0.906,1.56,515
2,11.81,2.16,2.27,20.0,98,2.6,2.65,0.21,1.87,3.21,0.86,2.78,290
2,12.42,1.61,2.67,25.0,101,1.75,1.32,0.4,1.03,2.6,1.31,2.52,630
2,11.87,2.13,2.56,21.6,104,1.95,1.75,0.6,1.42,2.9,0.97,3.3,607
2,12.0,3.43,2.0,20.8,107,2.0,2.24,0.35,3.28,2.06,1.42,3.52,672
3,12.36,4.12,2.38,21.0,97,1.25,1.09,0.27,1.14,8.21,0.74,1.51,695
2,11.84,4.31,1.99,20.8,87,2.62,2.65,0.21,2.81,1.9,0.75,3.2,290
2,11.03,1.51,2.32,20.0,87,2.46,2.17,0.42,1.9,2.45,1.1,2.87,428
2,12.29,1.61,2.0,16.8,80,1.6,1.5,0.3,1.42,4.68,1.08,2.65,510
3,13.11,1.68,2.75,27.0,116,2.2,1.57,0.34,1.56,7.9,0.73,1.33,685
1,14.23,1.71,2.3,16.3,126,2.8,2.94,0.21,2.29,5.64,1.04,3.59,1045
3,13.58,3.9,2.36,19.5,89,2.0,0.8,0.48,1.02,7.7,0.54,1.64,620
1,13.9,1.48,2.21,15.6,94,2.45,2.99,0.29,1.4,4.7,1.18,2.48,1065
2,11.84,2.16,2.3,22.8,78,1.78,1.69,0.6,1.62,1.74,1.27,3.05,495
1,14.38,1.87,2.45,14.6,102,2.85,3.06,0.29,1.85,5.1,1.04,3.26,1065
2,13.67,1.66,2.56,26.0,102,1.92,1.75,0.21,1.34,2.0,1.31,3.21,425
1,13.5,1.81,2.36,16.6,111,2.96,3.17,0.2,1.81,6.6,0.94,3.36,1195
1,13.48,1.8,2.65,19.0,132,2.35,2.53,0.5,1.61,4.2,1.02,2.31,1095
3,13.17,3.9,2.6,24.5,106,1.4,0.47,0.43,1.15,5.0,0.77,1.75,570
2,12.29,1.61,2.32,23.0,101,1.78,1.32,0.45,1.56,2.45,1.02,2.27,495
3,13.27,3.26,2.28,18.5,112,1.65,0.96,0.53,1.46,10.68,0.55,1.55,660
1,14.38,3.59,2.29,14.6,105,2.8,3.06,0.22,1.85,5.1,1.04,3.47,770
2,12.37,1.17,2.28,16.0,110,2.74,3.15,0.39,1.95,3.94,0.69,3.69,625
1,13.51,1.81,2.46,20.5,100,3.0,3.25,0.2,1.95,5.75,1.09,3.44,1320
2,12.37,1.17,2.12,18.5,80,3.5,3.75,0.13,1.95,3.94,1.04,3.18,660
3,12.2,3.88,2.2,21.0,103,1.25,0.47,0.4,0.68,5.7,0.65,1.75,515
1,13.51,1.8,2.62,20.0,101,2.35,2.53,0.31,1.98,4.2,1.09,2.87,1105
1,14.22,1.7,2.3,15.2,118,2.8,2.94,0.21,2.08,4.8,1.05,3.59,920
2,12.29,2.83,1.98,16.0,136,1.72,1.85,0.35,1.56,1.28,1.15,3.05,750
2,11.46,2.4,2.32,20.0,98,3.02,2.14,0.24,3.58,3.25,0.8,3.39,380
1,13.07,2.05,2.4,20.5,107,3.0,3.25,0.19,2.38,6.9,0.89,3.22,985
1,14.1,2.16,2.3,18.0,103,2.42,2.52,0.32,1.97,5.0,0.86,3.12,845
3,12.85,4.12,2.2,18.5,98,1.39,0.58,0.6,1.06,6.62,0.56,1.6,725
2,13.67,1.51,1.7,17.5,78,2.02,1.92,0.24,1.87,4.8,1.23,3.57,502
1,13.56,1.73,2.65,20.0,96,2.45,2.69,0.29,1.97,4.2,1.1,2.3,1095
2,12.37,1.21,2.36,23.0,101,2.95,2.79,0.39,1.95,3.25,0.89,3.64,625
1,14.02,1.68,2.27,14.0,97,2.65,2.51,0.21,1.92,4.7,1.05,3.47,920
2,11.79,2.89,2.28,18.0,96,2.56,2.25,0.25,1.31,2.65,0.86,3.2,290
2,13.34,0.94,2.21,21.0,80,2.2,2.0,0.34,1.38,4.6,1.38,3.02,415
2,11.61,1.88,1.92,18.5,86,1.61,1.57,0.27,1.87,3.3,1.16,2.31,352
3,12.84,4.36,2.2,19.5,92,1.74,0.58,0.5,1.55,7.1,0.56,1.6,725
2,12.69,0.98,2.26,18.0,99,2.53,2.5,0.26,1.66,2.6,1.38,2.96,450
2,12.64,1.36,2.2,18.8,99,3.5,3.75,0.19,2.49,2.8,0.99,3.13,886
1,13.05,1.77,2.1,11.2,100,2.65,2.63,0.17,2.91,6.25,1.25,2.63,780
3,12.6,4.1,2.38,18.5,97,1.38,1.09,0.6,1.04,7.7,0.54,1.55,640
1,14.19,1.73,2.45,16.0,91,2.6,2.51,0.32,1.25,5.0,0.92,3.28,1060
1,13.24,1.64,2.84,25.0,101,2.6,2.68,0.34,1.25,4.2,1.31,3.5,880
1,13.82,1.89,2.59,19.4,101,3.25,3.0,0.17,2.04,6.8,1.03,3.55,1450
2,11.46,3.74,1.92,19.0,107,3.18,2.26,0.21,1.83,2.65,0.75,3.56,510
3,12.81,2.67,2.48,21.5,98,1.3,0.83,0.52,0.83,4.9,0.75,1.58,675
3,13.48,3.37,2.69,24.5,111,1.55,0.96,0.53,1.87,10.52,0.74,1.69,675
3,12.85,3.59,2.36,21.5,120,1.7,0.68,0.27,1.46,9.3,0.55,1.68,835
1,14.02,1.76,2.12,16.0,90,2.65,2.51,0.26,1.98,4.7,1.02,3.4,920
2,12.08,2.13,1.98,20.5,86,2.23,2.45,0.3,1.77,2.12,1.27,3.02,312
1,13.87,1.35,2.32,16.0,95,2.45,2.52,0.26,1.97,4.7,1.06,2.69,1035
3,13.62,2.67,2.69,24.5,105,1.55,0.58,0.6,0.96,5.0,0.89,2.06,570
1,13.82,1.57,2.62,17.2,93,2.2,2.43,0.29,1.57,3.52,1.12,2.87,845
2,12.42,1.61,1.92,16.0,136,2.2,1.85,0.35,2.76,3.3,1.04,2.65,937
2,12.72,1.75,2.32,24.5,88,2.22,2.45,0.27,1.46,3.9,1.07,3.48,472
3,12.96,2.59,2.48,23.0,98,1.3,1.09,0.53,0.83,5.5,0.75,2.05,675
2,12.37,1.07,2.27,16.0,110,2.05,1.09,0.63,0.42,2.95,1.02,1.67,680
2,11.41,1.51,2.17,22.5,86,1.45,1.25,0.5,1.35,1.74,1.05,3.07,407
3,13.5,2.81,2.54,21.5,123,1.54,1.57,0.21,1.11,5.58,0.7,1.29,985
2,12.42,1.61,2.3,22.5,84,1.68,1.84,0.48,1.35,1.95,1.02,3.33,450
2,11.81,1.39,2.5,22.5,84,2.56,2.01,0.42,1.46,3.8,1.23,2.96,630
1,14.37,3.59,2.28,16.0,103,2.8,2.98,0.21,1.85,5.1,0.89,3.22,680
3,12.96,2.31,2.28,18.5,122,1.48,1.25,0.21,0.94,4.1,0.88,1.42,985
1,13.71,1.43,2.5,16.7,93,2.45,2.69,0.27,1.97,5.6,1.02,2.82,1060
1,13.58,1.66,2.41,20.5,106,2.86,2.98,0.26,1.76,5.04,0.88,3.22,1195
2,11.62,1.35,1.92,18.0,88,2.55,2.5,0.27,1.77,2.85,1.23,2.96,278
1,13.77,1.73,2.25,16.4,98,2.98,3.39,0.21,1.69,7.22,1.01,2.88,1510
3,13.4,1.24,2.75,21.0,89,2.8,1.31,0.44,2.7,13.0,0.57,1.33,625
3,12.36,1.35,2.1,20.0,102,2.2,0.58,0.53,1.4,7.3,0.73,1.51,695
2,12.16,1.61,2.24,21.5,84,1.78,1.69,0.45,1.44,1.74,1.25,3.33,500
2,11.79,1.09,1.92,19.0,85,3.38,3.75,0.13,1.95,4.45,0.99,2.87,420
1,13.83,1.57,2.7,20.0,115,2.95,2.74,0.39,1.82,4.32,0.86,3.38,1195
2,12.17,1.45,2.5,19.0,94,1.45,1.25,0.5,1.03,3.27,0.95,2.12,355
2,11.84,0.92,2.53,17.0,97,2.2,1.85,0.63,0.41,1.95,1.25,1.93,385
2,12.22,1.19,1.36,15.0,151,1.85,1.28,0.14,1.56,2.85,1.23,2.27,562
2,11.79,2.89,2.31,20.0,112,1.72,1.32,0.6,0.95,2.6,0.96,2.23,607
3,13.08,2.46,2.35,20.0,106,1.65,1.2,0.17,0.84,4.1,0.97,1.29,630
3,12.96,1.24,2.1,20.0,102,2.2,0.48,0.39,1.4,7.6,0.58,1.68,750
1,13.73,1.73,2.41,16.0,111,3.3,3.17,0.32,1.86,8.7,1.12,3.1,1515
2,12.99,1.67,2.58,30.0,88,2.2,2.53,0.27,1.97,4.6,1.36,3.08,410
1,14.75,1.73,2.17,14.0,97,3.25,3.93,0.26,2.03,6.13,0.95,3.56,1095
1,14.75,1.73,2.17,14.0,100,3.25,3.64,0.27,2.03,6.13,0.95,3.56,1095
3,14.34,4.95,2.23,22.5,98,1.41,0.47,0.5,0.88,5.5,0.81,2.05,520
1,13.68,1.86,2.7,20.0,101,3.0,2.74,0.31,1.86,5.24,1.25,2.88,915
2,12.16,1.61,2.74,21.5,103,1.75,1.69,0.45,1.56,2.9,1.25,2.44,466
3,12.79,3.26,2.58,24.0,101,1.65,0.6,0.6,0.81,4.6,0.89,2.15,550
3,12.84,4.1,2.38,20.0,92,1.7,0.83,0.53,1.14,7.7,0.67,1.74,560
3,12.51,3.24,2.35,21.5,97,1.38,1.09,0.53,0.83,5.7,0.77,1.58,510
1,13.3,2.59,2.56,17.8,113,2.41,2.41,0.22,2.35,5.64,0.86,3.3,680
2,11.46,2.4,2.24,18.0,98,1.61,1.57,0.37,1.15,2.4,1.27,2.12,450
2,11.79,2.12,1.71,17.5,92,2.23,2.45,0.26,1.35,3.8,0.97,3.63,710
3,12.25,4.72,2.54,21.0,86,1.38,0.6,0.53,1.55,7.1,0.6,1.58,640
2,12.64,1.34,1.94,19.6,85,1.98,2.0,0.27,1.04,3.74,1.16,3.14,278
1,14.22,3.99,2.51,13.2,116,3.0,3.17,0.25,2.91,6.2,0.89,3.45,845
1,13.87,1.65,2.12,18.0,90,2.2,2.53,0.27,1.48,3.95,1.04,3.14,1105
2,11.62,1.67,2.1,18.5,88,2.9,3.15,0.24,1.35,6.0,0.93,3.39,380
3,12.58,3.26,2.36,21.5,97,1.38,1.09,0.52,0.83,5.5,0.75,2.05,515
1,14.3,1.71,2.43,16.0,127,3.27,3.39,0.5,1.86,7.05,1.23,2.9,1450
2,12.17,1.45,2.4,21.0,101,2.46,2.11,0.34,1.46,2.8,1.19,3.17,428
2,12.99,5.8,2.3,24.5,101,2.83,2.99,0.21,1.95,3.94,0.87,3.64,410
1,13.86,1.57,2.12,17.4,90,2.2,2.43,0.27,1.77,3.84,1.23,2.77,1020
1,13.29,1.97,2.68,20.0,101,2.8,2.92,0.3,2.81,6.25,1.03,2.57,1280
3,12.85,3.37,2.36,21.5,113,1.7,0.68,0.43,0.97,8.21,0.54,1.86,750
3,13.4,3.03,2.28,20.0,102,1.65,0.75,0.6,1.24,4.0,0.56,1.55,660
2,13.34,1.51,2.19,21.5,80,3.5,2.89,0.13,2.28,3.35,1.04,3.71,502
1,14.23,1.71,2.3,16.0,118,2.8,3.06,0.24,2.08,4.5,1.02,3.47,1035
2,12.29,2.83,2.2,18.0,86,2.85,3.15,0.39,2.91,5.3,0.96,3.39,625
1,14.06,1.68,2.28,18.8,126,2.6,2.33,0.32,1.25,5.25,1.04,2.85,1095
1,13.72,1.43,2.7,19.5,110,3.0,2.74,0.3,1.76,5.24,1.25,2.88,880
3,13.48,3.12,2.54,21.5,111,1.38,0.96,0.43,1.54,9.01,0.6,1.62,615
3,12.25,3.88,2.2,18.5,98,1.38,0.58,0.63,1.1,4.4,0.77,1.75,515
1,14.21,1.73,2.48,16.0,112,2.8,2.94,0.32,2.08,4.8,0.92,3.38,885
1,13.58,1.66,2.31,16.2,106,2.7,3.03,0.28,1.62,5.1,1.04,3.92,1065
3,14.16,3.26,2.48,20.0,91,1.35,0.65,0.48,1.25,8.6,0.59,1.64,620
3,13.84,5.04,2.45,20.5,89,2.0,0.92,0.48,1.56,9.01,0.56,1.64,480
2,12.37,1.21,2.31,24.5,101,2.95,2.92,0.43,1.95,2.08,1.07,3.1,495
2,11.03,1.51,2.24,20.4,99,1.89,1.69,0.45,1.56,3.05,1.1,2.57,407
3,12.82,2.58,2.7,25.5,96,1.55,0.52,0.63,0.64,4.35,0.75,2.06,740
2,12.29,2.83,2.39,23.0,101,1.95,1.84,0.43,1.44,2.45,1.15,2.44,450
2,12.69,1.81,2.3,23.0,88,1.68,2.03,0.37,1.46,3.9,0.98,2.78,352
1,14.1,2.15,2.3,16.0,103,2.75,3.03,0.24,1.85,5.1,1.06,3.59,770
3,12.25,4.72,2.48,21.0,95,2.3,0.8,0.52,1.14,7.7,0.78,1.51,640
2,13.67,1.25,1.36,15.0,86,2.1,2.03,0.26,0.42,3.17,1.18,2.69,392
2,11.62,1.88,2.2,20.4,112,2.9,2.99,0.17,1.87,3.94,1.16,3.17,290
1,14.02,1.48,2.27,17.4,118,2.95,3.4,0.28,1.85,6.2,1.05,3.71,1510
2,11.46,3.74,2.32,18.0,96,2.62,2.65,0.24,1.83,2.9,0.75,2.78,345
3,12.79,2.67,2.7,21.0,116,1.38,1.57,0.26,1.14,5.0,0.74,1.33,714
2,11.46,0.74,2.56,18.0,94,2.48,2.65,0.42,2.08,3.05,1.71,2.87,680
1,14.1,2.15,2.3,18.9,120,2.6,2.33,0.32,1.36,5.25,1.04,3.17,1095
1,12.85,3.8,2.12,12.4,92,2.72,3.27,0.26,2.91,6.1,0.73,2.84,760
3,13.27,2.59,2.35,20.0,106,1.59,1.2,0.24,1.11,5.4,0.7,1.29,600
2,12.43,1.53,2.38,22.5,90,2.95,2.79,0.37,2.49,3.25,0.96,3.64,672
2,12.08,4.3,1.36,15.0,97,2.86,2.99,0.39,2.91,2.3,0.75,3.39,718
2,12.08,1.09,2.78,28.5,119,2.13,1.6,0.4,2.5,2.08,1.31,3.21,434
2,12.33,1.1,1.92,18.0,86,3.52,3.75,0.19,1.87,4.5,0.99,2.87,660
3,13.45,5.19,2.86,25.0,112,1.98,0.92,0.5,1.02,4.92,0.89,2.31,695
3,13.36,4.95,2.86,25.0,96,2.05,0.76,0.53,1.35,10.2,0.6,1.6,650
1,14.22,1.7,2.43,16.8,106,2.5,2.99,0.34,3.28,6.2,0.98,3.28,1120
1,13.68,1.43,2.5,16.7,93,2.2,2.53,0.42,2.08,3.8,0.93,3.12,1120
1,14.83,1.73,2.17,11.4,97,3.1,3.93,0.26,2.81,6.1,1.25,2.73,1547
2,12.6,1.36,2.26,20.7,86,2.74,3.15,0.26,2.49,2.8,1.12,3.47,380
2,13.05,5.8,2.13,21.5,80,2.86,2.99,0.43,1.95,6.0,0.79,3.39,415
2,12.29,3.17,2.3,22.5,90,2.0,1.64,0.34,1.46,2.7,0.96,2.44,352
2,13.49,1.51,2.42,23.0,87,2.42,1.3,0.42,1.44,2.6,1.36,2.01,590
2,11.84,2.12,2.21,18.0,98,2.6,2.65,0.21,1.35,2.6,1.06,3.59,510
3,12.45,1.68,2.1,18.5,122,2.0,0.69,0.27,1.35,10.2,0.57,1.68,520
2,11.03,0.74,1.94,10.6,97,2.42,2.5,0.32,1.28,3.05,1.71,2.96,428
1,14.75,1.64,2.17,14.0,100,3.25,3.69,0.27,2.19,6.38,1.05,3.4,1190
1,13.74,1.9,2.8,17.1,115,3.0,2.79,0.37,1.68,7.3,1.23,2.88,1130
1,13.39,3.84,2.28,17.5,102,2.41,2.61,0.32,1.97,4.36,0.82,3.0,845
3,13.84,4.1,2.26,22.5,90,1.68,0.47,0.41,1.15,10.26,0.57,1.62,750
3,13.52,2.31,2.72,24.5,123,1.55,1.28,0.21,1.25,10.8,0.57,1.96,835
2,12.08,1.09,2.2,20.4,99,3.52,2.14,0.13,1.87,3.05,0.99,2.87,660
2,11.87,2.89,2.28,21.5,84,1.68,1.84,0.37,1.44,1.95,0.93,3.05,312
2,12.33,0.99,2.21,21.5,84,1.9,1.75,0.43,1.56,1.95,0.93,3.33,495
3,13.84,3.57,2.72,23.5,105,1.55,0.52,0.43,1.15,5.58,0.89,1.69,695
2,11.87,0.92,2.28,18.0,87,2.2,2.21,0.22,2.29,2.85,1.38,3.48,510
3,12.45,1.68,2.25,18.5,85,2.0,0.66,0.61,0.94,5.28,0.75,1.82,515
1,13.63,1.66,2.7,19.5,132,2.6,2.9,0.5,1.97,4.2,1.25,3.16,735
2,11.79,1.47,1.98,19.0,86,2.36,2.17,0.29,1.43,2.7,1.12,3.12,278
1,13.48,1.81,2.61,17.2,93,2.48,2.68,0.31,1.98,4.2,1.1,2.87,1295
1,13.94,1.68,2.27,18.8,98,2.98,3.4,0.28,1.95,6.0,1.25,3.17,1150
2,11.96,2.13,1.92,18.0,97,2.6,2.65,0.45,1.87,3.8,1.06,3.58,466
2,11.82,2.13,1.92,18.5,94,2.6,2.65,0.17,1.35,3.8,0.86,2.78,345
1,13.82,1.57,2.62,20.0,115,2.95,3.0,0.4,2.45,6.2,1.13,2.65,1375
2,12.99,1.67,2.17,18.8,103,2.2,2.53,0.26,1.35,2.0,1.05,3.14,530
1,14.02,1.59,2.32,17.4,108,2.88,3.19,0.32,1.85,8.9,1.01,2.85,780
3,12.2,4.72,2.48,18.5,120,1.38,1.57,0.26,1.56,7.9,0.59,1.3,695
1,14.22,3.99,2.44,16.0,116,3.27,3.17,0.3,1.97,7.5,0.89,3.36,680
1,13.74,1.67,2.41,16.0,127,2.6,2.9,0.28,2.1,5.6,1.04,4.0,1065
2,12.47,1.52,2.39,23.0,88,2.95,2.92,0.45,2.49,2.6,1.02,2.85,406
1,13.51,1.8,2.65,17.2,108,2.8,3.54,0.29,1.66,8.9,1.23,2.71,1285
2,12.37,1.21,2.0,14.8,100,2.1,1.09,0.53,0.62,3.27,1.02,1.82,870
2,12.0,4.31,2.1,18.5,80,2.86,2.99,0.39,2.81,2.8,0.7,3.39,625
2,12.42,1.61,2.26,21.5,85,1.38,1.76,0.37,1.44,1.95,1.05,1.82,325
3,12.7,1.35,2.25,17.5,122,2.0,0.69,0.43,1.35,10.2,0.57,1.86,500
3,14.34,4.28,2.48,20.5,96,1.8,0.65,0.5,1.35,10.2,0.56,1.55,725
1,13.05,1.65,2.1,17.0,107,2.7,3.54,0.32,2.03,8.9,1.01,2.85,1285
3,14.34,4.1,2.74,23.0,98,1.98,0.52,0.52,0.88,4.92,0.87,2.06,580
2,11.87,0.92,2.2,21.0,85,2.48,2.01,0.34,1.56,2.12,1.23,3.17,495
3,12.81,2.58,2.48,22.0,112,1.48,0.78,0.29,0.84,5.7,0.78,1.58,560
2,12.7,3.87,2.78,21.5,134,2.83,3.03,0.43,2.01,6.0,0.82,3.69,985
1,13.05,2.05,3.22,15.5,102,2.63,2.68,0.34,1.98,3.58,1.0,2.93,880
3,12.25,4.72,2.54,18.5,120,1.38,1.28,0.34,1.14,5.0,0.78,1.33,650
3,13.16,5.19,2.86,25.0,96,2.05,0.52,0.56,0.88,5.88,0.82,2.06,580
2,11.96,4.31,1.98,20.8,87,2.86,3.15,0.39,2.91,2.8,0.75,3.39,625
1,14.83,1.64,2.17,14.0,92,3.2,3.64,0.26,2.03,6.13,1.05,3.4,1190
3,12.84,5.19,2.48,22.0,86,1.74,0.7,0.61,0.97,7.7,0.56,1.58,480
1,14.19,1.68,2.48,18.8,117,3.4,3.0,0.29,1.86,8.7,1.28,2.87,1515
1,13.74,1.73,2.25,16.4,108,2.95,3.39,0.24,1.69,8.9,1.12,2.88,1510
3,12.96,2.31,2.28,21.0,103,1.48,1.22,0.24,0.84,5.4,0.75,1.42,714
1,13.24,1.72,2.14,17.0,94,2.4,2.64,0.27,1.35,3.95,1.05,2.77,1285
1,13.87,1.35,2.28,16.0,118,2.95,3.17,0.22,1.85,6.6,1.09,3.55,1045
2,13.05,5.8,3.23,28.5,119,2.13,2.03,0.27,1.56,4.6,0.92,3.0,985
3,13.88,4.95,2.45,20.0,80,0.98,0.61,0.27,1.25,8.6,0.59,1.33,415
3,13.4,4.1,2.26,20.0,102,1.8,0.34,0.43,0.8,7.65,0.54,1.71,750
2,12.16,1.45,2.13,19.0,88,1.89,1.75,0.45,1.64,2.7,1.25,2.26,450
2,12.17,1.61,1.36,17.5,94,2.2,2.21,0.24,2.35,2.06,0.94,2.96,710
2,12.08,1.72,2.28,16.0,97,2.5,2.25,0.63,1.9,3.25,1.45,2.5,466
2,13.03,1.67,2.28,20.7,80,2.2,1.92,0.25,1.38,4.6,1.04,3.16,502
2,11.46,1.51,1.98,19.0,86,2.36,1.64,0.3,1.63,2.06,1.71,2.26,342
1,14.2,2.02,2.68,16.8,115,3.85,3.74,0.39,2.04,7.8,0.86,3.38,1680
2,11.84,1.33,1.98,19.0,94,1.45,1.02,0.53,0.62,1.95,0.95,1.82,870
1,14.83,1.64,2.39,11.4,127,3.3,3.0,0.28,2.81,6.75,1.25,2.73,1450
1,14.39,1.87,2.38,12.0,102,3.3,3.93,0.29,2.96,7.5,1.12,3.58,1150
2,12.64,1.36,2.22,21.5,80,2.5,2.01,0.34,1.35,2.45,1.12,2.75,580
3,13.71,1.67,2.75,25.0,107,2.2,0.5,0.43,0.64,5.88,0.75,2.06,750
3,12.7,1.68,2.1,19.0,96,2.0,0.55,0.5,1.4,7.3,0.73,1.51,740
1,14.21,1.68,2.48,17.4,117,3.0,3.14,0.29,1.85,5.65,1.25,3.17,1235
3,12.2,3.03,2.32,19.0,86,1.62,0.5,0.45,0.73,7.65,0.54,1.86,855
3,13.58,1.29,2.75,23.5,107,2.2,0.52,0.43,0.64,5.88,0.66,1.75,750
2,13.03,5.8,1.92,18.5,87,2.86,2.99,0.26,2.01,6.0,0.91,3.64,714
2,12.29,3.17,2.23,18.0,81,2.45,2.17,0.25,1.99,2.15,0.93,3.0,290
2,12.72,3.43,1.95,16.0,136,2.0,1.41,0.53,2.5,3.05,0.86,2.77,985
1,14.75,1.73,2.17,14.0,92,3.25,3.64,0.27,2.03,4.9,1.02,2.91,1095
3,14.13,3.17,2.48,19.5,80,1.62,0.61,0.44,1.25,8.42,0.59,1.56,372
3,13.32,3.55,2.28,18.5,112,1.59,0.92,0.53,1.46,10.68,0.6,1.62,660
3,13.84,3.03,2.69,23.5,107,1.55,0.6,0.53,0.96,5.58,0.89,2.31,570
1,13.05,1.5,2.55,17.8,98,2.45,2.37,0.22,2.29,5.64,1.25,3.08,1235
1,14.38,3.59,2.29,16.0,105,3.2,3.17,0.27,2.19,6.13,1.04,3.71,1045
1,14.12,2.02,2.68,20.0,120,2.6,2.33,0.31,1.36,5.25,0.88,3.28,1195
1,13.58,1.66,2.46,20.5,127,2.6,2.76,0.28,2.45,6.25,0.98,2.78,985
1,13.83,1.65,2.42,18.9,106,3.3,3.0,0.29,1.86,8.7,1.28,3.17,1515
1,13.24,1.72,2.14,12.4,97,2.4,2.19,0.17,2.91,6.2,1.25,2.48,1045
1,13.87,1.9,2.68,17.1,102,3.0,2.79,0.39,1.68,6.3,1.07,2.84,1270
2,12.52,2.43,2.67,21.0,104,1.75,1.32,0.43,1.56,2.62,1.27,2.01,495
2,12.43,1.53,2.28,22.0,84,2.95,3.15,0.39,1.77,6.0,0.98,3.64,625
2,13.05,1.67,2.38,22.5,85,1.95,1.75,0.43,1.44,4.6,0.93,2.01,488
1,14.83,1.73,2.17,14.0,92,3.25,3.64,0.27,2.03,6.38,0.95,2.81,1095
3,12.84,5.65,2.48,23.0,86,1.74,0.65,0.61,0.97,7.7,0.54,1.64,480
2,13.05,1.67,2.32,23.0,101,1.38,1.76,0.48,1.63,4.8,0.88,2.42,590
1,13.24,3.98,2.29,17.5,102,2.41,2.19,0.32,1.57,4.28,1.03,3.0,1285
3,12.79,3.17,2.35,21.5,106,1.3,1.2,0.24,0.83,5.0,0.68,1.33,600
1,13.83,1.35,2.5,16.8,93,2.45,2.52,0.34,1.98,4.2,1.09,2.77,1290
3,13.62,3.37,2.54,20.0,107,1.54,0.6,0.29,0.96,5.0,0.57,1.56,600
1,13.16,2.59,2.87,25.0,124,2.63,2.68,0.39,1.92,3.52,1.23,3.4,830
2,12.69,3.87,1.75,19.5,87,2.86,2.99,0.26,2.01,3.94,0.84,3.64,710
2,12.43,1.53,1.98,16.0,100,2.55,2.27,0.32,1.04,2.06,1.23,2.74,428
1,13.73,1.9,2.68,15.0,115,3.0,3.29,0.29,1.66,6.2,1.07,2.84,1185
3,13.62,1.9,2.7,23.5,107,1.48,0.5,0.53,0.64,4.6,0.76,2.06,740
1,14.22,3.99,2.44,18.0,113,3.27,2.65,0.3,1.97,7.8,0.87,3.03,845
1,14.1,1.73,2.27,15.2,118,2.6,2.51,0.21,1.36,5.05,0.88,3.2,1060
1,14.21,1.76,2.48,16.0,112,3.85,3.74,0.24,1.97,7.5,1.01,3.55,1480
1,14.22,1.7,2.3,16.3,126,2.8,2.94,0.21,2.1,6.3,0.94,3.53,885
3,13.16,1.35,2.75,27.0,96,2.6,1.1,0.56,2.7,13.0,0.57,1.62,650
1,14.75,1.64,2.17,11.4,92,3.1,3.93,0.17,2.81,7.2,1.12,3.4,1547
3,13.52,1.9,2.64,24.0,97,2.6,1.31,0.53,2.29,11.75,0.57,1.29,650
2,12.08,2.16,2.7,21.0,94,1.6,1.5,0.52,1.35,2.9,0.95,2.27,680
1,14.22,1.7,2.43,16.0,117,3.27,3.39,0.29,1.86,8.7,1.28,2.9,1450
2,12.69,3.87,2.6,21.0,98,2.62,2.65,0.43,1.95,2.57,0.87,3.1,495
2,12.37,1.17,2.42,22.5,90,2.95,2.92,0.39,1.87,3.25,0.69,3.39,625
2,11.96,4.3,2.28,21.5,86,2.62,2.65,0.39,2.81,2.76,0.75,3.1,278
2,12.69,1.75,1.92,18.5,78,1.6,0.99,0.39,2.08,3.9,1.04,2.77,870
2,12.42,4.43,2.32,22.5,90,1.65,1.25,0.5,1.63,2.45,0.73,2.27,365
2,12.29,1.61,2.67,25.0,88,1.75,1.32,0.4,1.03,2.2,1.36,2.23,434
3,13.62,5.65,2.86,25.0,112,1.98,0.96,0.5,1.02,4.92,0.87,2.06,570
2,13.11,1.01,2.6,24.0,101,3.52,2.14,0.21,1.87,3.35,1.36,3.4,380
2,12.37,1.07,2.46,24.0,101,3.52,2.89,0.43,1.65,2.08,1.31,2.96,406
1,14.22,3.99,2.51,13.2,116,3.85,3.74,0.3,2.91,6.75,0.89,3.45,1190
3,12.81,3.9,2.38,20.0,92,1.7,0.76,0.47,0.97,7.65,0.54,1.68,650
